step,T,L,M,N,T_ref,L_ref,M_ref,N_ref
116,2.65036928894109,-2.85335322896058e-05,8.53014497140833e-05,0.00171127014036915,2.65036927851855,-2.85350032085609e-05,8.52982785034491e-05,0.00171127977032091
117,2.65023462736049,-3.11563527768587e-05,7.79397478532362e-05,0.00150180259656156,2.65023461946412,-3.11585525419388e-05,7.79364494534193e-05,0.00150181298924696
118,2.65010898645032,-3.33933693128132e-05,7.03309933750366e-05,0.00130538702399305,2.65010898074359,-3.33961945075035e-05,7.0327707643714e-05,0.001305397857574
119,2.64999369634964,-3.52882031968183e-05,6.25141238736388e-05,0.00112135022778523,2.64999369255845,-3.52916151149412e-05,6.25109894899125e-05,0.00112136107924338
120,2.64988997617602,-3.68771064614713e-05,5.45222886303258e-05,0.000948612453147843,2.64988997413116,-3.68811373089094e-05,5.45194606784873e-05,0.000948622735188888
121,2.64979892158854,-3.81898488206422e-05,4.63844829701057e-05,0.000785849809505791,2.64979892127431,-3.81945482163382e-05,4.63821159126717e-05,0.00078585872588514
122,2.64972149361945,-3.92503868042006e-05,3.81266529897351e-05,0.000631602790785851,2.64972149521512,-3.9255882593424e-05,3.81249727628707e-05,0.000631609201294972
123,2.64965850884629,-4.00776642743013e-05,2.97726406098558e-05,0.000484345377128232,2.64965851279009,-4.00841161667597e-05,2.97719537306911e-05,0.000484347705835656
124,2.64961063104067,-4.06861765350264e-05,2.13448056126151e-05,0.00034252631163888,2.64961063811087,-4.06937473895278e-05,2.13455342153046e-05,0.00034252243216263
125,2.64957836437382,-4.10864568987145e-05,1.28645006925818e-05,0.000204591015453084,2.64957837578703,-4.1095260210098e-05,1.28672190786793e-05,0.000204578156528419
126,2.64956204825645,-4.12854497520792e-05,4.35243752773246e-06,6.89905069871743e-05,2.64956206577575,-4.12954676096974e-05,4.35789815592435e-06,6.89652246177949e-05
127,2.64956185388213,-4.12867785296381e-05,-4.17100448056598e-06,-6.58179591141199e-05,2.64956187991174,-4.12977385241376e-05,-4.16187833542802e-06,-6.58596532440717e-05
128,2.6495777825355,-4.1090897512441e-05,-1.26854793129798e-05,-0.000201374875051521,2.64957782015307,-4.11021110569935e-05,-1.26716700420631e-05,-0.000201437121058808
129,2.64960966571687,-4.06951106306028e-05,-2.11703375426621e-05,-0.000339224057375945,2.64960971856119,-4.07052937637433e-05,-2.11509317436978e-05,-0.00033931035474182
130,2.64965716711562,-4.00934254774146e-05,-2.96042121317116e-05,-0.00048091694595136,2.64965723901527,-4.01005550282708e-05,-2.95787842801839e-05,-0.000481028847455118
131,2.64971978641634,-3.92762340549934e-05,-3.79644864751922e-05,-0.000628012530044191,2.64971988064324,-3.92774987881675e-05,-3.79337405605058e-05,-0.000628147756398691
132,2.64979686488004,-3.82296037117629e-05,-4.62268300809545e-05,-0.000782068599837981,2.64979698293388,-3.82217237149727e-05,-4.61933523258316e-05,-0.000782219153862663
133,2.6498875924571,-3.6934448737691e-05,-5.43647368267057e-05,-0.000944619697069934,2.64988773247734,-3.69143632041025e-05,-5.43337368943439e-05,-0.000944770454207878
134,2.64999101611957,-3.53654915199395e-05,-6.23494026566734e-05,-0.0011171346953272,2.6499911712644,-3.53315063117471e-05,-6.23289337911631e-05,-0.00111726369138139
135,2.65010604902791,-3.34903513048217e-05,-7.01499887830513e-05,-0.00130094565142559,2.65010620645899,-3.34435068109552e-05,-7.01500288831496e-05,-0.00130102713192937
136,2.65023148028499,-3.12690483678863e-05,-7.77340526874566e-05,-0.00149713743734701,2.65023162154343,-3.12142014185906e-05,-7.77639686980919e-05,-0.00149714790117411
137,2.65036598533797,-2.86545608456516e-05,-8.50669399977616e-05,-0.00170638541250358,2.65036608872174,-2.86000827699993e-05,-8.51319711957049e-05,-0.00170631097533301
138,2.65050813765632,-2.55932965222707e-05,-9.21098433587451e-05,-0.0019287242106841,2.65050818245409,-2.55495132102046e-05,-9.22074243093364e-05,-0.00192856642794738
139,2.65065642236139,-2.20259599438186e-05,-9.8814785906112e-05,-0.00216322705297253,2.65065639398365,-2.20021288621039e-05,-9.89331561933427e-05,-0.00216300413119785
140,2.6508092523841,-1.7887323589655e-05,-0.00010511779019136,-0.00240757268750221,2.65080914670782,-1.78886777095328e-05,-0.000105237972691882,-0.00240731506045025
141,2.6509649869288,-1.31055393080657e-05,-0.000110931475829588,-0.00265748220306511,2.65096481223709,-1.31316675933429e-05,-0.000111032407642955,-0.00265722428845474
142,2.65112195128242,-7.6018569743091e-06,-0.000116139287052676,-0.0029060263945563,2.65112172697871,-7.6473711381772e-06,-0.000116203750974484,-0.00290579812278001
143,2.65127845654678,-1.29312770009001e-06,-0.000120591644455338,-0.00314284316930057,2.65127820907692,-1.34993007376914e-06,-0.00012061065137078,-0.00314266438769281
144,2.65143281815818,5.90146089635324e-06,-0.000124103887370461,-0.0033533706301522,2.651432575539,5.84152563948022e-06,-0.000124077985595122,-0.00335324958034273
145,2.65158337273139,1.40485545473069e-05,-0.000126455691667614,-0.0035183006344628,2.65158315937432,1.39917796194657e-05,-0.000126393285220149,-0.00351823573202502
146,2.65172849344549,2.31835977145001e-05,-0.000127392791944764,-0.00361358414122417,2.65172832657451,2.31337395645488e-05,-0.00012730679784193,-0.00361356736892475
147,2.65186660456947,3.32894351389943e-05,-0.000126633792116499,-0.00361144101503369,2.65186649276455,3.32480433758214e-05,-0.000126538084458694,-0.00361146139780753
148,2.65199619567083,4.42724105219463e-05,-0.000123885716893949,-0.00348286523560215,2.65199613935857,4.4239733028877e-05,-0.000123792536564748,-0.00348291149376757
149,2.65211583581884,5.59403379997378e-05,-0.000118872307723248,-0.00320194616805596,2.65211582905927,5.59160708860076e-05,-0.000118790673211437,-0.00320200830613001
150,2.65222418770347,6.79885212284149e-05,-0.00011137551351028,-0.00275182066103224,2.65222422054697,6.79722957716638e-05,-0.000111310749387454,-0.00275189067254547
151,2.65232002140928,8.00023076351605e-05,-0.000101286566915216,-0.00213121927649892,2.6523200822127,7.99938609952209e-05,-0.000101240636155158,-0.00213129123536034
152,2.65240222749566,9.14834565022705e-05,-8.86566447227987e-05,-0.00135963654081934,2.65240230479918,9.1482546497007e-05,-8.8628874428139e-05,-0.00135970637678095
153,2.65246982902674,0.000101902078193738,-7.37318501324817e-05,-0.000478721295529619,2.65246991282491,0.000101908308741907,-7.37198114269858e-05,-0.000478786444687677
154,2.65252199226679,0.000110766810064497,-5.69571793713977e-05,0.000451824503390267,2.65252207467857,0.000110779486628904,-5.69575321566764e-05,0.000451765458860812
155,2.65255803583786,0.000117696738088486,-3.89412273628275e-05,0.0013636297804217,2.65255811128402,0.000117714819921981,-3.89504146373274e-05,0.00136357744523463
156,2.65257743821293,0.000122474953311212,-2.03862829635339e-05,0.00219179007207551,2.65257750325047,0.00012249710914331,-2.04010199785037e-05,0.00219174450728697
157,2.65257984347477,0.000125068760976027,-2.00112164029556e-06,0.00288588927981633,2.65257989643714,0.000125093498432316,-2.01867873815484e-06,0.00288585023087367
158,2.6525650653125,0.000125613413943121,1.55806038245368e-05,0.00341659098544446,2.65256510587714,0.000125639237706738,1.55622915751392e-05,0.0034165580998151
159,2.65253308925705,0.000124368507244454,3.18576302888183e-05,0.00377654070598663,2.65253311802148,0.000124394046167383,3.18399938108874e-05,0.00377651347701256
160,2.65248407316259,0.000121662740014143,4.64860378309951e-05,0.0039765706885749,2.65248409128019,0.000121686851903822,4.64699603686469e-05,0.00397654856571662
161,2.65241834595808,0.000117842123635945,5.92748541778965e-05,0.00403947160359901,2.65241835485428,0.000117863947009654,5.92607913151554e-05,0.00403945402673713
162,2.65233640469989,0.000113231010892425,7.0162036183353e-05,0.00399359468845616,2.65233640586879,0.000113249975956039,7.01501366633314e-05,0.00399358111175717
163,2.65223890996131,0.000108108815095123,7.91818233217722e-05,0.00386774932205299,2.65223890483356,0.000108124622716175,7.91720335500874e-05,0.00386773922820683
164,2.65212667960726,0.000102700553840499,8.64320933330794e-05,0.00368792028614625,2.65212666947484,0.000102713134814873,8.64242398348598e-05,0.00368791319297463
165,2.65200068101457,9.71772270671129e-05,9.20467350140318e-05,0.0034756593575057,2.65200066699671,9.7186679941958e-05,9.20405904780749e-05,0.0034756548158398
166,2.65186202180715,9.16618294069751e-05,9.61749239326335e-05,0.00324770029804295,2.65186200484639,9.16683872055124e-05,9.6170237756631e-05,0.00324769790133818
167,2.6517119391932,8.62377826412954e-05,9.89670727086466e-05,0.00301631063081244,2.65171192007283,8.6241807012431e-05,9.89635818701236e-05,0.00301631001156014
168,2.65155178801942,8.09578073842062e-05,0.000100566222757401,0.002789991937701,2.65155176738128,8.09596589588814e-05,0.000100563706550444,0.0027899927475819
169,2.65138302762785,7.58516575702466e-05,0.000101103609612678,0.00257427213800148,2.65138300599991,7.58517120916976e-05,0.000101101873358438,0.00257427406812655
170,2.65120720766363,7.0932703307728e-05,0.000100696880873513,0.00237244695126911,2.65120718548659,7.09313236663984e-05,0.000100695758414385,0.00237244971606557
