step,x_I,y_I,z_I,u_B,v_B,w_B,phi,theta,psi,p,q,r,ref_x,ref_y,ref_z,ref_xb,ref_yb,ref_zb,ref_phi,ref_theta,ref_psi,ref_p,ref_q,ref_r
53,-0.8571773082385,0.51711727531242,-0.988920628300521,0.999477614051204,0.00255034479527827,-0.0209183223106204,0.10049093684487,-0.00031299279287379,4.17063330481503,0.00205302117001584,0.10241612430709,0.996592083754057,-0.856888753368948,0.515501371821506,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.17079632679487,-2.00833237106335e-17,0.101411272958268,0.994844587720607
54,-0.881682793272351,0.473558872405827,-0.989890054674257,0.999824111418114,0.00198660580996113,-0.0190552054464756,0.100581399982659,-0.000227251331444036,4.22070314211176,0.00210218233839346,0.102009144257782,0.995744117312849,-0.881582195878288,0.472030541289925,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.22079632679487,-2.09662245025598e-17,0.101411272958268,0.994844587720607
55,-0.904016777885108,0.428831187393392,-0.990777262721408,1.0000973643052,0.00149027277654725,-0.0173529082779365,0.100676902676218,-0.000159912720320903,4.2707343040604,0.00210196605358253,0.101714235322771,0.995107804491409,-0.904072142017065,0.427379880233874,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.27079632679487,-2.03040489086151e-17,0.101411272958268,0.994844587720607
56,-0.924120070137518,0.383044487967553,-0.991588783412199,1.0003096450179,0.00105678683659426,-0.0157983548652875,0.100774397309282,-0.000107155854864986,4.32073686005357,0.00206228952303047,0.101506410578467,0.994644633493079,-0.924302378632468,0.381660992052376,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.32079632679487,-1.89796977207256e-17,0.101411272958268,0.994844587720607
57,-0.941939238556804,0.336311636361852,-0.992330714157705,1.00047119593485,0.000681456647991256,-0.0143794516805494,0.10087146605266,-6.5971080413871e-05,4.37071899350045,0.00199150243648736,0.101365458967676,0.994321835319621,-0.942222340668664,0.33498815015595,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.37079632679487,-2.00833237106335e-17,0.101411272958268,0.994844587720607
58,-0.95742672676987,0.288747890355203,-0.993008729871056,1.00059060780123,0.000359571193667681,-0.0130850115588788,0.100966212536764,-3.39961811572694e-05,4.42068729107376,0.00189669700637316,0.10127521023343,0.994111639276247,-0.957787237553097,0.28747801234259,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.42079632679487,-1.8758972522744e-17,0.101411272958268,0.994844587720607
59,-0.970540966150105,0.240470674828614,-0.993628097515001,1.00067512300789,8.64801741949717e-05,-0.011904686929673,0.101057175098565,-9.3789368643353e-06,4.47064699346007,0.00178393857360498,0.101222861479326,0.993990613564468,-0.970958165149599,0.239249329214029,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.47079632679487,-1.80967969287993e-17,0.101411272958268,0.994844587720607
60,-0.98124648142061,0.191599328316938,-0.994193693421866,1.00073087647103,-0.000142348446913471,-0.0108289105795941,0.101143256592496,9.33565303851547e-06,4.520602212056,0.00165843443287798,0.101198376783959,0.993939084225562,-0.981702202998464,0.190422647361074,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.52079632679487,-1.7213896136873e-17,0.101411272958268,0.994844587720607
61,-0.989513985286247,0.142254828772275,-0.994710022654108,1.00076308573028,-0.000331286909867447,-0.00984884245078087,0.101223666768687,2.32960765571719e-05,4.57055611571595,0.00152465643506829,0.101193964314983,0.993940624924279,-0.989992496600457,0.141120008059914,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.57079632679487,-1.63309953449467e-17,0.101411272958268,0.994844587720607
62,-0.995320459143962,0.0925595024669669,-0.995181239710834,1.00077620055974,-0.000484517398858354,-0.00895632123711113,0.101297874124028,3.34158809121188e-05,4.62051109127763,0.00138643047495007,0.101203630259011,0.993981609927971,-0.995808324539074,0.0914646422324846,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.62079632679486,-1.54480945530204e-17,0.101411272958268,0.994844587720607
63,-0.998649217748499,0.0426367196381418,-0.995611169957332,1.00077402092079,-0.000606009878216129,-0.00814381979038408,0.10136556490283,4.0429108884302e-05,4.6704688811998,0.00124700344442916,0.101222805335433,0.994050822925027,-0.999135150273294,0.0415806624333385,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.67079632679486,-1.54480945530204e-17,0.101411272958268,0.994844587720607
64,-0.999489956397728,-0.00738941986712279,-0.996003331245027,1.00075979060767,-0.000699505968389657,-0.00740440357465388,0.101426607559262,4.49324776740308e-05,4.72043070126551,0.0011090958215623,0.101248037416159,0.994139114872399,-0.999964658471358,-0.00840724736710058,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.72079632679486,-1.69931709388914e-17,0.101411272958268,0.994844587720607
65,-0.997838779760324,-0.0573944080307655,-0.996360955286471,1.00073627253815,-0.000768507578319649,-0.00673169160378255,0.101481021498254,4.74169342089717e-05,4.77039734094568,0.000974945898109895,0.101276742557374,0.994239104742238,-0.998294775794771,-0.0583741434275317,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.77079632679486,-1.69931709388914e-17,0.101411272958268,0.994844587720607
66,-0.993698211912585,-0.107253654604423,-0.996687008445789,1.00070581037749,-0.000816269514756274,-0.00611981946169877,0.101528949296908,4.82909073029189e-05,4.82036924869234,0.000846349792215353,0.101307006317438,0.994344917762736,-0.994129676080566,-0.10819513453006,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.82079632679486,-1.65517205429283e-17,0.101411272958268,0.994844587720607
67,-0.9870771874957,-0.15684281528274,-0.996984211693775,1.00067038008584,-0.000845795593578876,-0.00556340413675244,0.101570631889935,4.78972341555235e-05,4.87034660413941,0.000724699872711192,0.10133742736799,0.994451956457574,-0.987479769908887,-0.1577456941432,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.87079632679486,-1.50066441570572e-17,0.101411272958268,0.994844587720607
68,-0.977991024164728,-0.206038120128459,-0.997255059555309,1.0006316340564,-0.000859837940965917,-0.00505751050284993,0.101606386397554,4.65253956466283e-05,4.92032937893396,0.000611023037667295,0.101366995922127,0.994556700446055,-0.978361678581958,-0.206901971673352,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.92079632679486,-1.5668819751002e-17,0.101411272958268,0.994844587720607
69,-0.96646137669014,-0.254716700528371,-0.997501837943355,1.00059093976277,-0.000860899239932349,-0.00459761935397894,0.101636586399737,4.44203717647329e-05,4.97031738769952,0.000506019409967529,0.101395000253816,0.994656531548375,-0.966798192579486,-0.255541102026784,-1,1,6.09166620000555e-17,0,0.101585905439654,6.17763623779416e-18,4.97079632679486,-1.54480945530204e-17,0.101411272958268,0.994844587720607
